,Job Title,Original Title,Posted Date,Advertised Until,Job Source,Job Description,Job Date,Company Name,Location,Salary,Job Number,Job Applying Link,Additional Details,Location,Salary,Terms of Employment,Start Date,Vacancies,Source,Other
164,accounting manager,,"June 10, 2024",2024-06-24,Job Bank,This job posting is advertised by a recruitment agency on behalf of the employer.,"June 10, 2024",Launch Recruiting Inc,Edmonton (AB),"Salary: $105,000.00 to $115,000.00 annually (to be negotiated)",2954130,,"{'Language Requirement': 'English', 'Experience Requirement': '5 years or more', 'Benefits': ['Dental plan', 'Disability benefits', 'Health care plan', 'Bonus', 'Registered Retirement Savings Plan (RRSP)']}","Edmonton , AB","$ 105,000 to $ 115,000 YEAR annually (To be negotiated) / 40 hours per week",Permanent employment Full time,Starts as soon as possible,1 vacancy,Job Bank #2954130,Permanent placement opportunity
165,senior accounting analyst,Title posted on Jobillico -Senior Accountant,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Beloeil (QC),"Salary: $70,000.00 to $90,000.00 annually",13979721,https://www.jobillico.com/en/job-offer/fed-finance/senior-accountant/13979721?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Beloeil , QC","$ 70,000 to $ 90,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13979721,Not specified
166,"director, finance",Title posted on indeed.com -Director of Finance,"June 04, 2024",Not specified,,,"June 04, 2024",Keystone Centre,Brandon (MB),Salary not available,9308574082,https://ca.indeed.com/viewjob?jk=83b0715a5ca91d9b&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brandon , MB",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9308574082,Not specified
167,"chartered professional accountant, chartered accountant (CPA, CA)",Title posted on JobsMedia.ca -Financial Controller (#),"May 16, 2024",2024-06-15,,,"May 16, 2024",Kenova,Montréal (QC),Salary not available,103746,https://comptafinance.com/en/offer/financial-controller-3956/103746?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,JobsMedia.ca #103746,Not specified
168,finance director,Title posted on CivicJobs.ca -Director of Finance,"May 31, 2024",2024-06-23,,,"May 31, 2024",Town of Smithers,Smithers (BC),"Salary: $134,749.75 annually",95028,https://www.civicjobs.ca/jobs?id=95028,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Smithers , BC","$ 134,749.75 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95028,Not specified
169,audit and compliance director,Title posted on Jobillico -Audit Director,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Laval (QC),Salary not available,13980735,https://www.jobillico.com/en/job-offer/fed-finance/audit-director/13980735?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13980735,Not specified
170,accountant,Title posted on CivicJobs.ca -Senior Accountant,"May 31, 2024",2024-06-30,,,"May 31, 2024",City of Campbell River,Campbell River (BC),Salary: $47.43 hourly,95034,https://www.civicjobs.ca/jobs?id=95034,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Campbell River , BC",$ 47.43 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,CivicJobs.ca #95034,Not specified
171,senior accountant,,"June 12, 2024",Not specified,,,"June 12, 2024",Luff Industries Ltd.,Location,"Salary: $70,000.00 to $80,000.00 annually",9320058637,https://ca.indeed.com/viewjob?jk=5c416ab83c21d81f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}",Rocky View County,"$ 70,000 to $ 80,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9320058637,Not specified
172,audit and compliance director,Title posted on Jobillico -Audit Director,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Montréal (QC),Salary not available,13980672,https://www.jobillico.com/en/job-offer/fed-finance/audit-director/13980672?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13980672,Not specified
173,accounting manager,"Title posted on Jobillico -Senior Manager, Corporate Accounting","June 06, 2024",2024-07-05,,,"June 06, 2024",Xplore Inc.,Markham (ON),Salary not available,13964157,https://www.jobillico.com/en/job-offer/xplore-inc/senior-manager-corporate-accounting/13964157?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Markham , ON",Not available,Full time,Starts as soon as possible,1 vacancy,Jobillico #13964157,Not specified
174,"corporate controller - financial, communications and other business services",Title posted on JobsMedia.ca -Contrôleur financier(ère),"May 28, 2024",2024-07-03,,,"May 28, 2024",Maison Riviera,Varennes (QC),Salary not available,104074,https://emploisadmin.com/fr/offre/controleurse-financierere/104074?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Varennes , QC",Not available,Full time,Starts as soon as 2024-06-28,1 vacancy,JobsMedia.ca #104074,Not specified
175,analyst-accountant,Title posted on Jobillico -Analyste contrôle qualité,"June 07, 2024",2024-07-06,,,"June 07, 2024",FBL S.E.N.C.R.L. Société de Comptables Professionnels Agréés - Drummondville,Brossard (QC),Salary not available,13965918,https://www.jobillico.com/en/job-offer/fbl-sencrl-societe-de-comptables-professionnels-ag/analyste-controle-qualite/13965918?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Brossard , QC",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13965918,Not specified
176,senior accounting analyst,"Title posted on Jobillico -Senior Analyst, Corporate Accounting  - Trans-Canada Capital","June 08, 2024",2024-07-07,,,"June 08, 2024",Air Canada,Montréal (QC),Salary not available,13976610,https://www.jobillico.com/en/job-offer/air-canada/senior-analyst-corporate-accounting-trans-canada-capital/13976610?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13976610,Not specified
177,tax analyst,Title posted on Jobillico -Commodity Taxes Analyst - Temporary,"June 07, 2024",2024-07-06,,,"June 07, 2024",Air Canada,Dorval (QC),Salary not available,13966140,https://www.jobillico.com/en/job-offer/air-canada/commodity-taxes-analyst-temporary/13966140?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dorval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13966140,Not specified
178,internal audit project manager,"Title posted on Jobillico -Manager, Internal Audit","June 07, 2024",2024-07-06,,,"June 07, 2024",Air Canada,Dorval (QC),Salary not available,13966161,https://www.jobillico.com/en/job-offer/air-canada/manager-internal-audit/13966161?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Dorval , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,Jobillico #13966161,Not specified
179,accountant,Title posted on indeed.com -Intermediate Accountant,"June 03, 2024",Not specified,,,"June 03, 2024",Arrow Transportation Systems Inc.,Vancouver (BC),"Salary: $72,800.00 to $80,000.00 annually",9307472946,https://ca.indeed.com/viewjob?jk=63140e00a3a84302&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Vancouver , BC","$ 72,800 to $ 80,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9307472946,Not specified
180,accountant,Title posted on Monster -Senior Accountant,"June 11, 2024",2024-07-12,,,"June 11, 2024",Aplin,Edmonton (AB),Salary not available,53274933,https://job-openings.monster.ca/senior-accountant-edmonton-ab-ca-aplin/c5ddda6a-6ecb-4ba4-91ad-27a35af48df1?mescoid=1300101001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Edmonton , AB",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #53274933,Not specified
181,accountant,Title posted on Monster -General Accountant,"June 06, 2024",2024-07-07,,,"June 06, 2024",InterAtlas Chemical,St. Catharines (ON),Salary not available,40320en,https://job-openings.monster.ca/general-accountant-st.-catharines-on-ca-interatlas-chemical/42459fb1-abbe-4059-b738-dc02d1c9bc97?mescoid=1300101001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","St. Catharines , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #40320en,Not specified
182,accounting director,Title posted on Jobillico -Certification Director,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Montréal (QC),"Salary: $96,000.00 to $115,000.00 annually",13980768,https://www.jobillico.com/en/job-offer/fed-finance/certification-director/13980768?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC","$ 96,000 to $ 115,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980768,Not specified
183,finance manager,Title posted on Monster -Global Director of Finance,"May 24, 2024",2024-06-24,,,"May 24, 2024",Waterford Executive,Windsor (ON),Salary not available,Job-5181,https://job-openings.monster.ca/global-director-of-finance-windsor-on-ca-waterford-executive/9ff3fcf3-4970-47b8-9a33-0bee3e1cc550?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Windsor , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #Job-5181,Not specified
184,accountant,Title posted on indeed.com -Assitant Accountant,"June 10, 2024",Not specified,,,"June 10, 2024",THMR Development Inc.,Toronto (ON),Salary: $18.00 to $20.00 hourly,9316786368,https://ca.indeed.com/viewjob?jk=9d4ca71c7253d654&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",$ 18.00 to $ 20.00 HOUR hourly,Full time,Starts as soon as possible,1 vacancy,indeed.com #9316786368,Not specified
185,management accounting chief,Title posted on JobsMedia.ca -Senior Accounting Advisor (#),"June 07, 2024",2024-07-07,,,"June 07, 2024",Kenova,Montréal (QC),Salary not available,104542,https://comptafinance.com/en/offer/senior-accounting-advisor-3949/104542?utm_campaign=jobbank_jobs_apply&utm_source=jobbank_jobs_apply&utm_medium=organic,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Montréal , QC",Not available,Not specified,Starts as soon as possible,1 vacancy,JobsMedia.ca #104542,Not specified
186,accountant,Title posted on Monster -Senior Accountant - Manufacturing,"June 12, 2024",2024-07-13,,,"June 12, 2024",Transgate Global Careers,Toronto (ON),Salary not available,1800436,https://job-openings.monster.ca/senior-accountant-manufacturing-toronto-on-ca-transgate-global-careers/7e16a867-1716-431a-ba2f-718c48ed0261?mescoid=1300101001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1800436,Not specified
187,accountant,Title posted on Monster -Senior Accountant - Logistics,"June 12, 2024",2024-07-13,,,"June 12, 2024",Transgate Global Careers,Toronto (ON),Salary not available,1800459,https://job-openings.monster.ca/senior-accountant-logistics-toronto-on-ca-transgate-global-careers/1a3252c5-502f-4dec-8566-f6ba7ab07ba8?mescoid=1300101001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1800459,Not specified
188,accountant,Title posted on Monster -Senior Accountant - Audit,"June 07, 2024",2024-07-08,,,"June 07, 2024",iJ Jones LLC,Toronto (ON),Salary not available,181,https://job-openings.monster.ca/senior-accountant-audit-toronto-on-ca-ij-jones-llc/74f10871-f119-4e96-a03c-41da833112d8?mescoid=1300101001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #181,Not specified
189,accountant,"Title posted on Jobillico -Junior Staff Accountant - Eurofins NSC Canada, Inc.","June 12, 2024",2024-07-11,,,"June 12, 2024",Eurofins,Toronto (ON),Salary not available,13992825,https://www.jobillico.com/en/job-offer/eurofins/junior-staff-accountant-eurofins-nsc-canada-inc./13992825?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Toronto , ON",Not available,Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13992825,Not specified
190,finance manager,Title posted on indeed.com -Manager of Finance,"May 31, 2024",Not specified,,,"May 31, 2024",Grand River Conservation Authority,Cambridge (ON),"Salary: $115,134.00 to $140,078.00 annually",9302478120,https://ca.indeed.com/viewjob?jk=94c5b2ee6303775f&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Cambridge , ON","$ 115,134 to $ 140,078 YEAR annually",Full time,Starts as soon as possible,1 vacancy,indeed.com #9302478120,Not specified
191,accounting manager,Title posted on ZipRecruiter -Accounting Associate and Scalehouse Operator,"May 27, 2024",2024-06-25,,,"May 27, 2024",Ecco Recycling and Energy Corporation,Calgary (AB),Salary: $27.32 hourly,93f8bb6716,https://www.ziprecruiter.com/k/t/AAKitxImke2QHryZR9Abumg0axrxNkb_nw3eU7rU6XFQIawqdsd9ZlBZRJzb0c70RDavz1rzwN2tS5X5RuzPy0IUissuJbJPjLjjqYyNb7kdnrnOPkTpPXQ_6Yac5_oh4GvLDLd8jetoVV7uavYJBg2YLUlAry7bu62ay2Dz4N6ql2jS4TyBMqJB_WP5VDUUNtwZdagLyvwjOWCjWPiCS3yk7j88w3Xf33Woy50ngOS7lnUpLjI7S9n5mVNLtQa4UXdsTqzYeO_mWJGRNvL1jDbPOMz4s-GjUPHGOKEwQGljG7OkTdKYl43dQLCE7qky8EDGLYGcb0PpghwpLX0P9OwxypjSJ6kupLGGrtvByWI90E0s,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",$ 27.32 HOUR hourly,Permanent employment Full time,Starts as soon as possible,1 vacancy,ZipRecruiter #93f8bb6716,Not specified
192,finance manager,Title posted on Monster -Director of Finance,"June 12, 2024",2024-07-13,,,"June 12, 2024",Linxus Group,Essex (ON),Salary not available,1795084,https://job-openings.monster.ca/director-of-finance-essex-on-ca-linxus-group/6d4f4682-64ef-4229-b8e5-44c1feece040?mescoid=1100013001001,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Essex , ON",Not available,Not specified,Starts as soon as possible,1 vacancy,Monster #1795084,Not specified
193,accountant,Title posted on indeed.com -Intermediate Accountant,"May 30, 2024",Not specified,,,"May 30, 2024",Phase One Design,Calgary (AB),Salary: $30.00 to $35.00 hourly,9301122458,https://ca.indeed.com/viewjob?jk=c5c8055b12adef70&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Calgary , AB",$ 30.00 to $ 35.00 HOUR hourly,Part time,Starts as soon as possible,1 vacancy,indeed.com #9301122458,Not specified
194,"manager, accounting",Title posted on indeed.com -Accounting Manager,"May 27, 2024",Not specified,,,"May 27, 2024",Karis Disability Services,Waterloo (ON),"Salary: $76,100.00 to $86,000.00 annually",9296357255,https://ca.indeed.com/viewjob?jk=7ff691f9ef2fbfb9&sid=cajb&kw=cajb,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Waterloo , ON","$ 76,100 to $ 86,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,indeed.com #9296357255,Not specified
195,senior accounting analyst,Title posted on Jobillico -Senior Accountant,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Laval (QC),"Salary: $70,000.00 to $90,000.00 annually",13980759,https://www.jobillico.com/en/job-offer/fed-finance/senior-accountant/13980759?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC","$ 70,000 to $ 90,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980759,Not specified
196,senior accounting analyst,Title posted on Jobillico -Senior Accountant,"June 10, 2024",2024-07-09,,,"June 10, 2024",Fed Finance,Laval (QC),"Salary: $70,000.00 to $90,000.00 annually",13980750,https://www.jobillico.com/en/job-offer/fed-finance/senior-accountant/13980750?ji_visitsrc=136,"{'Language Requirement': 'Not specified', 'Experience Requirement': 'Not specified', 'Benefits': []}","Laval , QC","$ 70,000 to $ 90,000 YEAR annually",Permanent employment Full time,Starts as soon as possible,1 vacancy,Jobillico #13980750,Not specified
